D&C 20th Century	20th Century	Death & Co	Beefeater London Dry Gin  1.5	oz
PDT Smoky Grove	Smoky Grove	The PDT Cocktail Book	Compass Box Peat Monster Blended Malt Scotch Whisky	2	oz
PDT Smoky Grove	Smoky Grove	The PDT Cocktail Book	Carpano Antica Formula Sweet Vermouth	.5	oz
PDT Smoky Grove	Smoky Grove	The PDT Cocktail Book	Dolin Dry Vermouth	.5	oz
PDT Smoky Grove	Smoky Grove	The PDT Cocktail Book	Angostura Bitters	1	dash
PDT Smoky Grove	Smoky Grove	The PDT Cocktail Book	House Orange Bitters	1	dash
PDT Smoky Grove	Smoky Grove	The PDT Cocktail Book	House Orange	1	flamed twist
PDT Solstice	Solstice	The PDT Cocktail Book	Rittenhouse Bonded Rye Whiskey	1.5	oz
PDT Solstice	Solstice	The PDT Cocktail Book	Laird’s Bonded Apple Brandy	.5	oz
PDT Solstice	Solstice	The PDT Cocktail Book	Amaro Nonino Liqueur	.5	oz
PDT Solstice	Solstice	The PDT Cocktail Book	Dubonnet Rouge Aperitif Wine	.5	oz
PDT Solstice	Solstice	The PDT Cocktail Book	Grenadine	.25	oz
PDT Southside	Southside	The PDT Cocktail Book	Plymouth Gin	2	oz
PDT Southside	Southside	The PDT Cocktail Book	Lemon	.75	oz
PDT Southside	Southside	The PDT Cocktail Book	Simple Syrup	.75	oz
PDT Southside	Southside	The PDT Cocktail Book	Mint	4	leaves
PDT South Slope	South Slope	The PDT Cocktail Book	Beefeater London Dry Gin	.75	oz
PDT South Slope	South Slope	The PDT Cocktail Book	Aperol Liqueur	.75	oz
PDT South Slope	South Slope	The PDT Cocktail Book	Lillet Blanc Aperitif Wine	.75	oz
PDT South Slope	South Slope	The PDT Cocktail Book	Marie Brizard Orange Curaçao Liqueur	.5	oz
PDT South Slope	South Slope	The PDT Cocktail Book	Lemon	.5	oz
PDT South Slope	South Slope	The PDT Cocktail Book	Lemon	1	twist
PDT Spice Market	Spice Market	The PDT Cocktail Book	Masumi Arabashiri Sake	2	oz
PDT Spice Market	Spice Market	The PDT Cocktail Book	Beefeater 24 Gin	1	oz
PDT Spice Market	Spice Market	The PDT Cocktail Book	John D. Taylor’s Velvet Falernum Liqueur	1	barspoon
PDT Staggerac	Staggerac	The PDT Cocktail Book	George T. Stagg Bourbon Whiskey	2	oz
PDT Staggerac	Staggerac	The PDT Cocktail Book	Peychaud’s Bitters	3	dash
PDT Staggerac	Staggerac	The PDT Cocktail Book	Angostura Bitters	2	dash
PDT Staggerac	Staggerac	The PDT Cocktail Book	Sugar Cube	1	unit
PDT Staggerac	Staggerac	The PDT Cocktail Book	Sugar Lemon	1	twist (discard)
PDT Staggerac	Staggerac	The PDT Cocktail Book	Sugar Vieux Pontarlier Absinthe	1	rinse
PDT Statesman	Statesman	The PDT Cocktail Book	Beefeater 24 Gin	2	oz
PDT Statesman	Statesman	The PDT Cocktail Book	Pear	.5	oz
PDT Statesman	Statesman	The PDT Cocktail Book	Green Chartreuse Liqueur	1	barspoon
PDT Statesman	Statesman	The PDT Cocktail Book	Orange	1	dash
PDT St. Rita	St. Rita	The PDT Cocktail Book	Clear Creek Plum Brandy	1.5	oz
PDT St. Rita	St. Rita	The PDT Cocktail Book	Lime	.75	oz
PDT St. Rita	St. Rita	The PDT Cocktail Book	Zwack Liqueur	.5	oz
PDT St. Rita	St. Rita	The PDT Cocktail Book	Honey Syrup	.5	oz
PDT St. Rita	St. Rita	The PDT Cocktail Book	Moët Imperial Champagne	2	oz
PDT Swiss Mist	Swiss Mist	The PDT Cocktail Book	Plymouth Gin	2	oz
PDT Swiss Mist	Swiss Mist	The PDT Cocktail Book	Lemon	.75	oz
PDT Swiss Mist	Swiss Mist	The PDT Cocktail Book	Grapefruit Syrup	.75	oz
PDT Swiss Mist	Swiss Mist	The PDT Cocktail Book	Egg	1	white
PDT Swiss Mist	Swiss Mist	The PDT Cocktail Book	Kubler Absinthe	1	spritz
PDT Swollen Gland	Swollen Gland	The PDT Cocktail Book	Berkshire Mountain Distillers’ Greylock Gin	2	oz
PDT Swollen Gland	Swollen Gland	The PDT Cocktail Book	Orange	.5	oz
PDT Swollen Gland	Swollen Gland	The PDT Cocktail Book	Yellow Chartreuse Liqueur	.25	oz
PDT Swollen Gland	Swollen Gland	The PDT Cocktail Book	Peychaud’s Bitters	4	dash
PDT Swollen Gland	Swollen Gland	The PDT Cocktail Book	Vieux Pontarlier Absinthe	1	rinse
PDT Swollen Gland	Swollen Gland	The PDT Cocktail Book	Cucubmer	1	ribbon
PDT Talbott Leaf	Talbott Leaf	The PDT Cocktail Book	Old Grand-Dad Bonded Bourbon Whiskey	2	oz
PDT Talbott Leaf	Talbott Leaf	The PDT Cocktail Book	Lemon	.75	oz
PDT Talbott Leaf	Talbott Leaf	The PDT Cocktail Book	Green Chartreuse Liqueur	.5	oz
PDT Talbott Leaf	Talbott Leaf	The PDT Cocktail Book	Cynar Liqueur	.25	oz
PDT Talbott Leaf	Talbott Leaf	The PDT Cocktail Book	Bonne Maman Strawberry Preserves	1	barspoon
PDT Talbott Leaf	Talbott Leaf	The PDT Cocktail Book	Mint	7	leaves
PDT Tao Of Pooh	Tao Of Pooh	The PDT Cocktail Book	Coconut Water	2	oz
PDT Tao Of Pooh	Tao Of Pooh	The PDT Cocktail Book	Honey	1.5	oz
PDT Tao Of Pooh	Tao Of Pooh	The PDT Cocktail Book	Galliano L’Autentico Liqueur	.25	oz
PDT Tao Of Pooh	Tao Of Pooh	The PDT Cocktail Book	Lemon Bitters	2	dash
PDT There Will Be Blood	There Will Be Blood	The PDT Cocktail Book	Old Grand-Dad Bonded Bourbon Whiskey	2	oz
PDT There Will Be Blood	There Will Be Blood	The PDT Cocktail Book	Godiva Original Liqueur	.75	oz
PDT There Will Be Blood	There Will Be Blood	The PDT Cocktail Book	Blood Orange	.75	oz
PDT There Will Be Blood	There Will Be Blood	The PDT Cocktail Book	Blood Orange	1	flamed twist
PDT Tipperary Cocktail	Tipperary Cocktail	The PDT Cocktail Book	Black Bush Irish Whiskey	2	oz
PDT Tipperary Cocktail	Tipperary Cocktail	The PDT Cocktail Book	Carpano Antica Formula Sweet Vermouth	1	oz
PDT Tipperary Cocktail	Tipperary Cocktail	The PDT Cocktail Book	Green Chartreuse	1	rinse
PDT Ti-punch	Ti-punch	The PDT Cocktail Book	Neisson Rhum Réserve Spéciale	2	oz
PDT Ti-punch	Ti-punch	The PDT Cocktail Book	Martinique Cane Syrup	1	barspoon
PDT Ti-punch	Ti-punch	The PDT Cocktail Book	Lime	1	disc
PDT Tom Collins	Tom Collins	The PDT Cocktail Book	Hayman’s Old Tom Gin	2	oz
PDT Tom Collins	Tom Collins	The PDT Cocktail Book	Lemon	.75	oz
PDT Tom Collins	Tom Collins	The PDT Cocktail Book	Simple Syrup	.5	oz
PDT Tom Collins	Tom Collins	The PDT Cocktail Book	Club Soda	2	oz
PDT Tommy’s Margarita	Tommy’s Margarita	The PDT Cocktail Book	L & J Blanco Tequila	2	oz
PDT Tommy’s Margarita	Tommy’s Margarita	The PDT Cocktail Book	Lime	1	oz
PDT Tommy’s Margarita	Tommy’s Margarita	The PDT Cocktail Book	Agave Syrup	1	oz
PDT Triborough	Triborough	The PDT Cocktail Book	Wild Turkey 101-proof Rye Whiskey	2	oz
PDT Triborough	Triborough	The PDT Cocktail Book	Clear Creek Kirschwasser Brandy	.5	oz
PDT Triborough	Triborough	The PDT Cocktail Book	Punt e Mes Sweet Vermouth	.5	oz
PDT Triborough	Triborough	The PDT Cocktail Book	Amaro Ciociaro Liqueur	.5	oz
PDT Triborough	Triborough	The PDT Cocktail Book	Angostura Bitters	1	dash
PDT Triborough	Triborough	The PDT Cocktail Book	Orange	1	twist
PDT Trident	Trident	The PDT Cocktail Book	Krogstad Aquavit	1.5	oz
PDT Trident	Trident	The PDT Cocktail Book	Lustau Manzanilla Sherry	1.5	oz
PDT Trident	Trident	The PDT Cocktail Book	Cynar Liqueur	.75	oz
PDT Trident	Trident	The PDT Cocktail Book	Fee Brothers Peach Bitters	2	dash
PDT Trident	Trident	The PDT Cocktail Book	Lemon	1	twist
PDT T & T	T & T	The PDT Cocktail Book	Tamarind Purée	1.5	oz
PDT T & T	T & T	The PDT Cocktail Book	Siembra Azul Blanco Tequila	1	oz
PDT T & T	T & T	The PDT Cocktail Book	Sombra Mezcal	1	oz
PDT T & T	T & T	The PDT Cocktail Book	Bénédictine Liqueur	.5	oz
PDT T & T	T & T	The PDT Cocktail Book	Angostura Bitters	2	dash
PDT T & T	T & T	The PDT Cocktail Book	Orange	1	twist
PDT Tuxedo	Tuxedo	The PDT Cocktail Book	Plymouth Gin	2	oz
PDT Tuxedo	Tuxedo	The PDT Cocktail Book	Dolin Dry Vermouth	1.5	oz
PDT Tuxedo	Tuxedo	The PDT Cocktail Book	Luxardo Maraschino Liqueur	.25	oz
PDT Tuxedo	Tuxedo	The PDT Cocktail Book	House Orange Bitters	2	dash
PDT Tuxedo	Tuxedo	The PDT Cocktail Book	Vieux Pontarlier Absinthe	1	rinse
PDT Tuxedo	Tuxedo	The PDT Cocktail Book	Lemon	1	twist
PDT Tuxedo	Tuxedo	The PDT Cocktail Book	Brandied Cherry	1	unit
PDT Up To Date	Up To Date	The PDT Cocktail Book	Wild Turkey 101-proof Rye Whiskey	2	oz
PDT Up To Date	Up To Date	The PDT Cocktail Book	Lustau Manzanilla Sherry	.75	oz
PDT Up To Date	Up To Date	The PDT Cocktail Book	Grand Marnier Liqueur	.5	oz
PDT Up To Date	Up To Date	The PDT Cocktail Book	Angostura Bitters	2	dash
PDT Up To Date	Up To Date	The PDT Cocktail Book	Lemon	1	twist
PDT Vaccari	Vaccari	The PDT Cocktail Book	Compass Box Asyla Scotch Whisky	1.5	oz
PDT Vaccari	Vaccari	The PDT Cocktail Book	Dolin Dry Vermouth	.75	oz
PDT Vaccari	Vaccari	The PDT Cocktail Book	Galliano L’Autentico Liqueur	.5	oz
PDT Vaccari	Vaccari	The PDT Cocktail Book	Grapefruit Bitters	1	dash
PDT Vaccari	Vaccari	The PDT Cocktail Book	Lemon Bitters	1	dash
PDT Vaccari	Vaccari	The PDT Cocktail Book	Grapefruit	1	twist
PDT Vauvert Slim	Vauvert Slim	The PDT Cocktail Book	Grapefruit	2	oz
PDT Vauvert Slim	Vauvert Slim	The PDT Cocktail Book	Green Chartreuse Liqueur	1	oz
PDT Vauvert Slim	Vauvert Slim	The PDT Cocktail Book	Lime	.5	oz
PDT Vauvert Slim	Vauvert Slim	The PDT Cocktail Book	Mint	7	leaves
PDT Vauvert Slim	Vauvert Slim	The PDT Cocktail Book	Egg	1	white
PDT Vauvert Slim	Vauvert Slim	The PDT Cocktail Book	Laphroaig 10-Year Scotch Whisky	Islay Scotch Whisky	1	rinse
PDT Velvet Club	Velvet Club	The PDT Cocktail Book	Hine V.S.O.P. Cognac	1	oz
PDT Velvet Club	Velvet Club	The PDT Cocktail Book	Lillet Blanc Aperitif Wine	.5	oz
PDT Velvet Club	Velvet Club	The PDT Cocktail Book	Marie Brizard White Crème de Cacao Liqueur	.5	oz
PDT Velvet Club	Velvet Club	The PDT Cocktail Book	Moët Imperial Champagne	1	oz
PDT Vesper	Vesper	The PDT Cocktail Book	Plymouth Gin	2.25	oz
PDT Vesper	Vesper	The PDT Cocktail Book	Belvedere Vodka	.75	oz
PDT Vesper	Vesper	The PDT Cocktail Book	Lillet Blanc Aperitif Wine	.5	oz
PDT Vesper	Vesper	The PDT Cocktail Book	Lemon	1	twist
PDT Vieux Mot	Vieux Mot	The PDT Cocktail Book	Plymouth Gin	1.5	oz
PDT Vieux Mot	Vieux Mot	The PDT Cocktail Book	Lemon	.75	oz
PDT Vieux Mot	Vieux Mot	The PDT Cocktail Book	St-Germain Elderflower Liqueur	.5	oz
PDT Vieux Mot	Vieux Mot	The PDT Cocktail Book	Simple Syrup	.5	oz
PDT Vieux Carré	Vieux Carré	The PDT Cocktail Book	Sazerac 6-Year Rye Whiskey	1	oz
PDT Vieux Carré	Vieux Carré	The PDT Cocktail Book	Hine V.S.O.P. Cognac	1	oz
PDT Vieux Carré	Vieux Carré	The PDT Cocktail Book	Carpano Antica Formula Sweet Vermouth	1	oz
PDT Vieux Carré	Vieux Carré	The PDT Cocktail Book	Bénédictine Liqueur	.25	oz
PDT Vieux Carré	Vieux Carré	The PDT Cocktail Book	Angostura Bitters	1	dash
PDT Vieux Carré	Vieux Carré	The PDT Cocktail Book	Peychaud’s Bitters	1	dash
PDT Ward Eight	Ward Eight	The PDT Cocktail Book	Rittenhouse Bonded Rye Whiskey	2	oz
PDT Ward Eight	Ward Eight	The PDT Cocktail Book	Lemon	.5	oz
PDT Ward Eight	Ward Eight	The PDT Cocktail Book	Orange	.5	oz
PDT Ward Eight	Ward Eight	The PDT Cocktail Book	Simple Syrup	.25	oz
PDT Ward Eight	Ward Eight	The PDT Cocktail Book	Al Wadi Pomegranate Molasses	1	barspoon
PDT Water Lily	Water Lily	The PDT Cocktail Book	Plymouth Gin	.75	oz
PDT Water Lily	Water Lily	The PDT Cocktail Book	Rothman & Winter Crème de Violette Liqueur	.75	oz
PDT Water Lily	Water Lily	The PDT Cocktail Book	Cointreau Liqueur	.75	oz
PDT Water Lily	Water Lily	The PDT Cocktail Book	Lemon	.75	oz
PDT Water Lily	Water Lily	The PDT Cocktail Book	Orange	1	twist
PDT Weeski	Weeski	The PDT Cocktail Book	Jameson 12-Year Irish Whiskey	2	oz
PDT Weeski	Weeski	The PDT Cocktail Book	Lillet Blanc Aperitif Wine	1	oz
PDT Weeski	Weeski	The PDT Cocktail Book	Cointreau Liqueur	1	barspoon
PDT Weeski	Weeski	The PDT Cocktail Book	House Orange Bitters	2	dash
PDT Wellington Fizz	Wellington Fizz	The PDT Cocktail Book	42 Below Kiwi Vodka	2	oz
PDT Wellington Fizz	Wellington Fizz	The PDT Cocktail Book	Heavy Cream	1	oz
PDT Wellington Fizz	Wellington Fizz	The PDT Cocktail Book	Lime	.75	oz
PDT Wellington Fizz	Wellington Fizz	The PDT Cocktail Book	Boiron Passion Fruit Purée	.5	oz
PDT Wellington Fizz	Wellington Fizz	The PDT Cocktail Book	Orgeat	.5	oz
PDT Wellington Fizz	Wellington Fizz	The PDT Cocktail Book	Egg	1	white
PDT Wellington Fizz	Wellington Fizz	The PDT Cocktail Book	Club Soda	1	ozPDT Whiskey Smash	Whiskey Smash	The PDT Cocktail Book	Rittenhouse Bonded Rye Whiskey	2	oz
PDT Whiskey Smash	Whiskey Smash	The PDT Cocktail Book	Lemon	3	wedge
PDT Whiskey Smash	Whiskey Smash	The PDT Cocktail Book	Simple Syrup	.75	oz
PDT Whiskey Smash	Whiskey Smash	The PDT Cocktail Book	Mint	6	leaves
PDT White Birch Fizz	White Birch Fizz	The PDT Cocktail Book	Plymouth Gin	1.5	oz
PDT White Birch Fizz	White Birch Fizz	The PDT Cocktail Book	Lemon	.75	oz
PDT White Birch Fizz	White Birch Fizz	The PDT Cocktail Book	Strega Liqueur	.5	oz
PDT White Birch Fizz	White Birch Fizz	The PDT Cocktail Book	Rothman & Winter Orchard Apricot Liqueur	.5	oz
PDT White Birch Fizz	White Birch Fizz	The PDT Cocktail Book	Egg	1	white
PDT White Birch Fizz	White Birch Fizz	The PDT Cocktail Book	Club Soda	2	oz
PDT White Birch Fizz	White Birch Fizz	The PDT Cocktail Book	Suze Liqueur	1	spritz
PDT White Lady	White Lady	The PDT Cocktail Book	Beefeater London Dry Gin	2	oz
PDT White Lady	White Lady	The PDT Cocktail Book	Cointreau Liqueur	.75	oz
PDT White Lady	White Lady	The PDT Cocktail Book	Lemon	.75	oz
PDT White Lady	White Lady	The PDT Cocktail Book	Simple Syrup	.25	oz
PDT White Lady	White Lady	The PDT Cocktail Book	Egg	1	white
PDT White Negroni	White Negroni	The PDT Cocktail Book	Plymouth Gin	2	oz
PDT White Negroni	White Negroni	The PDT Cocktail Book	Lillet Blanc Aperitif Wine	1	oz
PDT White Negroni	White Negroni	The PDT Cocktail Book	Suze Liqueur	.75	oz
PDT White Negroni	White Negroni	The PDT Cocktail Book	Lemon	1	twistPDT Widow’s Kiss	Widow’s Kiss	The PDT Cocktail Book	Laird’s Bonded Apple Brandy	2	oz
PDT Widow’s Kiss	Widow’s Kiss	The PDT Cocktail Book	Yellow Chartreuse Liqueur	.25	oz
PDT Widow’s Kiss	Widow’s Kiss	The PDT Cocktail Book	Bénédictine Liqueur	.25	oz
PDT Widow’s Kiss	Widow’s Kiss	The PDT Cocktail Book	Angostura Bitters	2	dash
PDT Witch’s Kiss	Witch’s Kiss	The PDT Cocktail Book	José Cuervo Platino Tequila	2	oz
PDT Witch’s Kiss	Witch’s Kiss	The PDT Cocktail Book	Lemon	.75	oz
PDT Witch’s Kiss	Witch’s Kiss	The PDT Cocktail Book	Strega Liqueur	.5	oz
PDT Witch’s Kiss	Witch’s Kiss	The PDT Cocktail Book	Apple Butter	1	barspoon
PDT Witch’s Kiss	Witch’s Kiss	The PDT Cocktail Book	Lemon	1	twist
’PDT Woolworth	Woolworth	The PDT Cocktail Book	Compass Box Asyla Scotch Whisky	2	oz
PDT Woolworth	Woolworth	The PDT Cocktail Book	Lustau Manzanilla Sherry	1	oz
PDT Woolworth	Woolworth	The PDT Cocktail Book	Bénédictine Liqueur	.5	oz
PDT Woolworth	Woolworth	The PDT Cocktail Book	House Orange Bitters	2	dash
PDT Woolworth	Woolworth	The PDT Cocktail Book	House Lemon	1	twist
PDT Wrong Aisle	Wrong Aisle	The PDT Cocktail Book	Laird’s Bonded Apple Brandy	2	oz
PDT Wrong Aisle	Wrong Aisle	The PDT Cocktail Book	Lillet Rouge Aperitif Wine	1	oz
PDT Wrong Aisle	Wrong Aisle	The PDT Cocktail Book	Quince Shrubb	.25	oz
PDT Wrong Aisle	Wrong Aisle	The PDT Cocktail Book	Fee Brothers Whiskey Barrel-Aged Bitters	1	dash
PDT Wrong Aisle	Wrong Aisle	The PDT Cocktail Book	St-Germain Elderflower Liqueur	1	rinse
PDT Zombie Punch	Zombie Punch	The PDT Cocktail Book	Appleton Estate Reserve Rum	1.5	oz
PDT Zombie Punch	Zombie Punch	The PDT Cocktail Book	Bacardi 8 Rum	1.5	oz
PDT Zombie Punch	Zombie Punch	The PDT Cocktail Book	Lemon Hart 151 Rum	1	oz
PDT Zombie Punch	Zombie Punch	The PDT Cocktail Book	Lime	.75	oz
PDT Zombie Punch	Zombie Punch	The PDT Cocktail Book	John D. Taylor’s Velvet Falernum Liqueur	.5	oz
PDT Zombie Punch	Zombie Punch	The PDT Cocktail Book	Trader Tiki’s Don’s Mix	.5	oz
PDT Zombie Punch	Zombie Punch	The PDT Cocktail Book	Grenadine	1	barspoon
PDT Zombie Punch	Zombie Punch	The PDT Cocktail Book	Vieux Pontarlier Absinthe	.125	tsp
PDT Zombie Punch	Zombie Punch	The PDT Cocktail Book	Angostura Bitters	1	dash
